f3,f2,f1,f0
14345,14302,14318,14300
14347,14303,14322,14304
14360,14307,14324,14305
14361,14319,14332,14306
14364,14329,14336,14308
14368,14330,14340,14309
14370,14342,14346,14312
14375,14349,14358,14313
14378,14350,14359,14314
14383,14351,14365,14316
14387,14367,14380,14317
14390,14369,14384,14321
14391,14371,14388,14323
14395,14372,14389,14328
14397,14373,14396,14331
14414,14374,14400,14334
14417,14376,14403,14337
14427,14379,14405,14338
14443,14381,14408,14339
14444,14386,14411,14343
14458,14398,14415,14348
14459,14409,14419,14352
14463,14410,14422,14353
14466,14412,14428,14354
14469,14413,14432,14355
14474,14418,14434,14356
14478,14424,14435,14357
14484,14426,14439,14362
14509,14429,14449,14363
14510,14430,14451,14366
14511,14431,14454,14377
14513,14437,14457,14382
14530,14440,14462,14385
14544,14442,14465,14392
14547,14450,14473,14393
14552,14452,14476,14394
14554,14461,14481,14399
14555,14464,14487,14401
14557,14470,14489,14402
14558,14472,14492,14404
14559,14475,14494,14406
14578,14477,14495,14407
14585,14482,14500,14416
14586,14486,14501,14420
14589,14488,14503,14421
14597,14490,14512,14423
14599,14493,14521,14425
14611,14496,14523,14433
14613,14498,14524,14436
14621,14499,14527,14438
14624,14502,14529,14441
14626,14504,14531,14445
14627,14505,14535,14446
14629,14506,14537,14447
14631,14514,14540,14448
14639,14517,14541,14453
14640,14518,14542,14455
14643,14519,14543,14456
14647,14522,14546,14460
14651,14525,14548,14467
14653,14528,14553,14468
14655,14532,14561,14471
14660,14533,14562,14479
14664,14534,14563,14480
14670,14538,14564,14483
14671,14545,14569,14485
14672,14550,14570,14491
14674,14551,14584,14497
14680,14565,14596,14507
14683,14571,14598,14508
14687,14572,14607,14515
14689,14574,14610,14516
14692,14575,14615,14520
14699,14579,14619,14526
14700,14580,14620,14536
14708,14588,14623,14539
14711,14590,14635,14549
14714,14606,14638,14556
14724,14608,14648,14560
14728,14609,14649,14566
14733,14614,14663,14567
14738,14616,14666,14568
14743,14617,14677,14573
14749,14628,14681,14576
14753,14641,14682,14577
14754,14652,14684,14581
14755,14656,14685,14582
14765,14662,14688,14583
14769,14667,14691,14587
14774,14668,14696,14591
14777,14675,14701,14592
14780,14676,14702,14593
14783,14678,14705,14594
14785,14679,14706,14595
14791,14690,14709,14600
14792,14695,14712,14601
14793,14697,14718,14602
14794,14698,14719,14603
14795,14704,14727,14604
14797,14710,14729,14605
14798,14713,14732,14612
14809,14717,14734,14618
14813,14720,14736,14622
14817,14722,14739,14625
14821,14725,14741,14630
14826,14730,14752,14632
14827,14731,14759,14633
14838,14737,14760,14634
14842,14742,14761,14636
14846,14745,14762,14637
14848,14746,14764,14642
14850,14747,14766,14644
14858,14751,14767,14645
14859,14756,14771,14646
14860,14757,14772,14650
14861,14758,14786,14654
14867,14763,14787,14657
14870,14768,14790,14658
14877,14770,14799,14659
14881,14778,14804,14661
14885,14781,14807,14665
14888,14784,14810,14669
14890,14789,14814,14673
14897,14796,14815,14686
14900,14803,14819,14693
14903,14805,14825,14694
14904,14808,14828,14703
14913,14811,14829,14707
14923,14816,14831,14715
14924,14818,14837,14716
14936,14822,14844,14721
14954,14823,14849,14723
14959,14830,14853,14726
14960,14833,14855,14735
14961,14834,14862,14740
14977,14840,14872,14744
14978,14841,14873,14748
14981,14845,14874,14750
14989,14851,14887,14773
14990,14854,14894,14775
14991,14857,14896,14776
14992,14863,14901,14779
14996,14866,14906,14782
15000,14868,14908,14788
15002,14871,14915,14800
15003,14876,14919,14801
15004,14879,14920,14802
15005,14882,14922,14806
15006,14884,14927,14812
15009,14886,14928,14820
15012,14891,14930,14824
15019,14893,14933,14832
15026,14902,14942,14835
15034,14910,14947,14836
15042,14916,14952,14839
15044,14917,14963,14843
15052,14925,14966,14847
15053,14926,14969,14852
15055,14931,14973,14856
15062,14932,14974,14864
15064,14934,14979,14865
15068,14938,14982,14869
15072,14943,14987,14875
15073,14944,14998,14878
15077,14945,15007,14880
15078,14946,15008,14883
15095,14950,15013,14889
15096,14951,15022,14892
15098,14953,15024,14895
15103,14955,15027,14898
15105,14956,15032,14899
15106,14964,15039,14905
15116,14965,15040,14907
15125,14967,15054,14909
15127,14968,15058,14911
15130,14970,15059,14912
15131,14975,15061,14914
15134,14983,15069,14918
15135,14984,15074,14921
15139,14994,15075,14929
15160,14995,15081,14935
15166,15001,15084,14937
15168,15010,15085,14939
15171,15014,15087,14940
15173,15016,15090,14941
15184,15018,15092,14948
15191,15023,15101,14949
15194,15030,15107,14957
15199,15031,15108,14958
15208,15036,15113,14962
15209,15041,15115,14971
15213,15043,15118,14972
15221,15045,15120,14976
15223,15048,15133,14980
15227,15049,15137,14985
15229,15050,15141,14986
15236,15060,15143,14988
15239,15066,15144,14993
15240,15067,15157,14997
15241,15070,15158,14999
15244,15071,15161,15011
15246,15082,15163,15015
15247,15088,15165,15017
15250,15089,15175,15020
15251,15093,15176,15021
15257,15094,15178,15025
15260,15099,15180,15028
15261,15111,15186,15029
15264,15114,15188,15033
15267,15122,15189,15035
15268,15123,15190,15037
15278,15132,15198,15038
15279,15136,15201,15046
15280,15148,15204,15047
15283,15150,15206,15051
15299,15152,15207,15056
15303,15153,15210,15057
15311,15156,15212,15063
15314,15159,15217,15065
15318,15164,15220,15076
15319,15172,15224,15079
15329,15179,15231,15080
15331,15181,15235,15083
15332,15182,15238,15086
15339,15192,15242,15091
15340,15193,15245,15097
15341,15195,15255,15100
15342,15196,15256,15102
15343,15202,15259,15104
15354,15211,15262,15109
15357,15216,15263,15110
15359,15218,15271,15112
15366,15222,15273,15117
15372,15225,15284,15119
15373,15228,15285,15121
15375,15232,15288,15124
15376,15233,15301,15126
15378,15234,15304,15128
15380,15248,15305,15129
15381,15249,15306,15138
15387,15254,15307,15140
15388,15269,15309,15142
15392,15272,15312,15145
15394,15274,15313,15146
15395,15275,15315,15147
15399,15276,15316,15149
15400,15281,15317,15151
15402,15282,15320,15154
15404,15290,15321,15155
15409,15291,15322,15162
15411,15292,15327,15167
15412,15294,15328,15169
15425,15295,15348,15170
15429,15298,15352,15174
15436,15300,15356,15177
15440,15323,15370,15183
15442,15333,15371,15185
15450,15334,15377,15187
15452,15337,15379,15197
15454,15345,15382,15200
15456,15349,15383,15203
15457,15350,15405,15205
15464,15353,15413,15214
15467,15358,15416,15215
15472,15362,15418,15219
15476,15367,15420,15226
15492,15369,15426,15230
15502,15374,15428,15237
15503,15384,15431,15243
15510,15391,15439,15252
15515,15393,15443,15253
15518,15398,15447,15258
15519,15403,15460,15265
15521,15406,15462,15266
15525,15408,15474,15270
15528,15410,15477,15277
15532,15415,15480,15286
15533,15417,15482,15287
15537,15419,15484,15289
15547,15422,15487,15293
15552,15424,15489,15296
15555,15427,15491,15297
15557,15430,15495,15302
15565,15433,15496,15308
15566,15434,15504,15310
15567,15437,15506,15324
15569,15441,15511,15325
15571,15444,15513,15326
15572,15445,15514,15330
15573,15446,15516,15335
15584,15448,15517,15336
15586,15449,15522,15338
15588,15451,15536,15344
15589,15453,15540,15346
15598,15455,15546,15347
15599,15458,15550,15351
15600,15459,15553,15355
15604,15466,15554,15360
15606,15468,15558,15361
15613,15469,15568,15363
15614,15471,15570,15364
15615,15473,15574,15365
15620,15475,15577,15368
15622,15478,15582,15385
15626,15481,15590,15386
15637,15490,15591,15389
15643,15493,15594,15390
15644,15497,15601,15396
15646,15498,15602,15397
15649,15500,15609,15401
15652,15501,15611,15407
15653,15505,15616,15414
15654,15507,15617,15421
15655,15509,15621,15423
15661,15512,15624,15432
15663,15526,15630,15435
15673,15529,15631,15438
15677,15530,15632,15461
15679,15531,15633,15463
15682,15538,15634,15465
15690,15539,15635,15470
15691,15541,15641,15479
15693,15542,15656,15483
15695,15543,15658,15485
15696,15545,15662,15486
15715,15549,15665,15488
15718,15551,15672,15494
15723,15556,15674,15499
15736,15560,15681,15508
15742,15561,15683,15520
15743,15562,15686,15523
15744,15563,15688,15524
15747,15564,15689,15527
15748,15575,15700,15534
15755,15581,15702,15535
15759,15583,15703,15544
15760,15592,15705,15548
15762,15593,15707,15559
15772,15595,15711,15576
15775,15596,15712,15578
15780,15605,15714,15579
15781,15607,15716,15580
15782,15608,15719,15585
15784,15610,15720,15587
15795,15612,15721,15597
15797,15618,15727,15603
15799,15628,15732,15619
15805,15636,15733,15623
15807,15639,15738,15625
15808,15640,15739,15627
15810,15650,15750,15629
15814,15664,15752,15638
15818,15666,15756,15642
15820,15667,15757,15645
15825,15668,15761,15647
15828,15670,15763,15648
15830,15675,15764,15651
15840,15676,15766,15657
15843,15678,15768,15659
15852,15680,15770,15660
15858,15684,15776,15669
15862,15685,15778,15671
15868,15687,15783,15692
15869,15694,15788,15704
15873,15697,15800,15706
15875,15698,15802,15708
15879,15699,15804,15710
15894,15701,15806,15722
15895,15709,15811,15724
15904,15713,15815,15725
15915,15717,15816,15728
15921,15726,15824,15729
15927,15730,15826,15731
15930,15737,15829,15734
15934,15753,15834,15735
15938,15754,15835,15740
15939,15777,15839,15741
15942,15779,15842,15745
15950,15786,15847,15746
15952,15789,15849,15749
15955,15790,15850,15751
15956,15791,15851,15758
15957,15792,15854,15765
15968,15794,15855,15767
15973,15796,15857,15769
15976,15803,15859,15771
15978,15812,15860,15773
15981,15813,15864,15774
15982,15817,15866,15785
15984,15821,15872,15787
15987,15823,15877,15793
15992,15827,15881,15798
15998,15832,15882,15801
16005,15833,15889,15809
16012,15844,15890,15819
16022,15846,15891,15822
16032,15848,15893,15831
16034,15856,15896,15836
16036,15865,15898,15837
16038,15883,15901,15838
16040,15888,15906,15841
16041,15897,15907,15845
16043,15899,15910,15853
16045,15903,15911,15861
16060,15905,15914,15863
16061,15908,15918,15867
16064,15913,15919,15870
16069,15917,15923,15871
16078,15922,15928,15874
16084,15924,15929,15876
16085,15926,15936,15878
16088,15931,15941,15880
16099,15948,15944,15884
16100,15951,15945,15885
16103,15958,15947,15886
16105,15963,15949,15887
16106,15965,15953,15892
16109,15966,15959,15900
16111,15974,15961,15902
16114,15975,15967,15909
16120,15985,15971,15912
16129,15995,15979,15916
16135,16001,15980,15920
16138,16006,15986,15925
16145,16007,15988,15932
16148,16013,15990,15933
16151,16018,15996,15935
16153,16020,15999,15937
16155,16024,16004,15940
16156,16026,16008,15943
16161,16027,16009,15946
16172,16028,16010,15954
16174,16030,16011,15960
16176,16031,16015,15962
16178,16033,16016,15964
16183,16035,16019,15969
16188,16039,16021,15970
16189,16048,16023,15972
16201,16049,16029,15977
16203,16050,16044,15983
16205,16051,16052,15989
16207,16054,16053,15991
16213,16059,16057,15993
16214,16062,16063,15994
16216,16065,16066,15997
16218,16071,16067,16000
16219,16072,16068,16002
16225,16074,16073,16003
16229,16075,16077,16014
16230,16076,16083,16017
16232,16079,16092,16025
16236,16081,16095,16037
16238,16082,16122,16042
16241,16086,16125,16046
16245,16093,16126,16047
16251,16094,16128,16055
16253,16098,16133,16056
16266,16118,16137,16058
16267,16119,16143,16070
16274,16121,16144,16080
16278,16124,16147,16087
16279,16131,16157,16089
16280,16134,16158,16090
16282,16136,16159,16091
16285,16139,16164,16096
16295,16141,16166,16097
16306,16150,16168,16101
16312,16163,16173,16102
16313,16169,16179,16104
16321,16171,16180,16107
16324,16185,16181,16108
16327,16186,16184,16110
16336,16187,16192,16112
16339,16190,16195,16113
16346,16191,16197,16115
16348,16193,16198,16116
16351,16200,16202,16117
16353,16210,16206,16123
16358,16211,16208,16127
16360,16212,16222,16130
16361,16220,16223,16132
16363,16221,16226,16140
16366,16231,16240,16142
16368,16233,16242,16146
16372,16234,16243,16149
16376,16235,16246,16152
16377,16237,16248,16154
16378,16239,16254,16160
16381,16244,16255,16162
16384,16247,16257,16165
16387,16249,16261,16167
16390,16250,16262,16170
16391,16256,16263,16175
16394,16259,16265,16177
16400,16264,16271,16182
16401,16269,16276,16194
16402,16270,16281,16196
16408,16272,16284,16199
16410,16277,16286,16204
16411,16290,16288,16209
16412,16291,16289,16215
16413,16292,16297,16217
16421,16293,16298,16224
16422,16294,16300,16227
16424,16302,16301,16228
16427,16305,16303,16252
16428,16311,16304,16258
16439,16318,16308,16260
16440,16328,16314,16268
16443,16331,16315,16273
16451,16332,16319,16275
16453,16335,16322,16283
16458,16338,16323,16287
16464,16343,16325,16296
16466,16345,16330,16299
16472,16349,16334,16307
16481,16350,16337,16309
16487,16352,16342,16310
16489,16355,16344,16316
16491,16359,16347,16317
16494,16367,16354,16320
16496,16369,16357,16326
16497,16385,16362,16329
16499,16389,16364,16333
16500,16393,16379,16340
16501,16397,16380,16341
16503,16406,16383,16356
16506,16409,16392,16365
16509,16414,16396,16370
16510,16415,16398,16371
16511,16423,16405,16373
16512,16429,16417,16374
16514,16435,16419,16375
16516,16437,16430,16382
16525,16438,16431,16386
16532,16444,16436,16388
16537,16445,16448,16395
16540,16446,16450,16399
16543,16447,16452,16403
16546,16449,16460,16404
16547,16454,16462,16407
16548,16456,16463,16416
16562,16457,16467,16418
16563,16471,16468,16420
16569,16473,16470,16425
16580,16477,16475,16426
16584,16478,16480,16432
16588,16479,16482,16433
16595,16483,16485,16434
16604,16486,16490,16441
16610,16492,16493,16442
16611,16507,16515,16455
16619,16508,16520,16459
16620,16517,16533,16461
16627,16521,16534,16465
16631,16523,16535,16469
16633,16524,16538,16474
16635,16526,16541,16476
16638,16529,16550,16484
16641,16531,16551,16488
16644,16536,16552,16495
16647,16542,16558,16498
16651,16549,16559,16502
16658,16553,16565,16504
16661,16554,16567,16505
16666,16555,16570,16513
16667,16557,16573,16518
16669,16560,16574,16519
16678,16566,16575,16522
16680,16571,16576,16527
16683,16578,16577,16528
16684,16585,16579,16530
16690,16586,16583,16539
16692,16587,16596,16544
16694,16589,16599,16545
16699,16590,16600,16556
16700,16591,16602,16561
16703,16594,16608,16564
16707,16598,16609,16568
16709,16601,16614,16572
16713,16605,16628,16581
16716,16607,16630,16582
16719,16613,16634,16592
16722,16617,16637,16593
16726,16618,16640,16597
16727,16621,16650,16603
16738,16623,16654,16606
16740,16625,16656,16612
16742,16626,16657,16615
16743,16629,16670,16616
16757,16636,16674,16622
16758,16652,16679,16624
16764,16659,16695,16632
16768,16664,16704,16639
16769,16671,16706,16642
16774,16675,16712,16643
16780,16677,16724,16645
16782,16681,16728,16646
16785,16685,16731,16648
16789,16688,16737,16649
16797,16689,16741,16653
16799,16691,16745,16655
16808,16697,16748,16660
16810,16701,16751,16662
16812,16708,16752,16663
16813,16710,16759,16665
16828,16714,16760,16668
16831,16715,16762,16672
16836,16717,16766,16673
16837,16718,16771,16676
16839,16721,16775,16682
16840,16723,16776,16686
16844,16725,16777,16687
16853,16729,16787,16693
16855,16730,16790,16696
16860,16732,16793,16698
16868,16733,16794,16702
16871,16734,16800,16705
16879,16735,16801,16711
16886,16739,16802,16720
16892,16746,16806,16736
16893,16747,16807,16744
16902,16754,16811,16749
16903,16756,16814,16750
16905,16765,16816,16753
16908,16773,16817,16755
16914,16778,16825,16761
16919,16781,16829,16763
16925,16786,16832,16767
16933,16788,16835,16770
16938,16792,16841,16772
16946,16795,16850,16779
16948,16798,16852,16783
16952,16803,16857,16784
16954,16804,16861,16791
16955,16809,16866,16796
16958,16815,16873,16805
16960,16819,16875,16818
16963,16820,16876,16821
16968,16822,16878,16823
16973,16824,16883,16827
16976,16826,16888,16833
16978,16830,16898,16834
16979,16838,16899,16842
16980,16845,16900,16843
16982,16848,16912,16846
16983,16849,16916,16847
16987,16851,16918,16856
16996,16854,16922,16858
17006,16863,16929,16859
17012,16864,16931,16862
17020,16867,16934,16865
17022,16872,16939,16869
17032,16877,16945,16870
17033,16880,16947,16874
17041,16882,16949,16881
17045,16884,16950,16885
17057,16890,16959,16887
17062,16901,16965,16889
17063,16904,16969,16891
17066,16906,16971,16894
17068,16907,16974,16895
17069,16909,16977,16896
17070,16910,16985,16897
17071,16911,16991,16917
17072,16913,16992,16923
17074,16915,16999,16924
17078,16920,17000,16927
17083,16921,17001,16930
17084,16926,17002,16936
17091,16928,17004,16940
17092,16932,17007,16941
17105,16935,17008,16943
17123,16937,17013,16961
17126,16942,17014,16962
17131,16944,17017,16967
17133,16951,17024,16970
17140,16953,17025,16972
17143,16956,17026,16984
17145,16957,17029,16986
17155,16964,17037,16989
17156,16966,17039,16993
17157,16975,17040,16994
17160,16981,17042,16995
17167,16988,17043,16997
17172,16990,17044,17003
17173,16998,17046,17005
17178,17009,17052,17010
17179,17011,17060,17016
17186,17015,17064,17019
17188,17018,17065,17021
17192,17023,17077,17030
17193,17027,17104,17031
17200,17028,17111,17034
17205,17038,17113,17035
17210,17048,17116,17036
17217,17053,17125,17047
17218,17054,17129,17049
17219,17055,17135,17050
17230,17056,17142,17051
17240,17058,17149,17059
17243,17061,17162,17067
17244,17075,17171,17073
17247,17079,17175,17076
17248,17080,17177,17082
17255,17081,17180,17088
17259,17085,17182,17089
17260,17086,17189,17090
17266,17087,17196,17097
17271,17093,17197,17098
17285,17094,17198,17099
17288,17095,17202,17101
17291,17096,17203,17102
17298,17100,17207,17106
17304,17103,17211,17110
17306,17107,17214,17115
17309,17108,17222,17118
17320,17109,17229,17121
17321,17112,17231,17127
17322,17114,17232,17130
17332,17117,17233,17137
17341,17119,17234,17138
17342,17120,17236,17146
17343,17122,17246,17147
17346,17124,17252,17152
17352,17128,17253,17153
17354,17132,17254,17164
17356,17134,17256,17166
17361,17136,17257,17174
17365,17139,17261,17183
17369,17141,17263,17184
17372,17144,17269,17185
17374,17148,17272,17190
17378,17150,17273,17194
17380,17151,17275,17199
17381,17154,17277,17204
17384,17158,17280,17206
17386,17159,17281,17209
17393,17161,17286,17220
17394,17163,17292,17221
17395,17165,17296,17223
17398,17168,17297,17227
17399,17169,17301,17228
17400,17170,17302,17237
17401,17176,17303,17238
17403,17181,17308,17242
17405,17187,17311,17245
17407,17191,17312,17258
17411,17195,17313,17262
17418,17201,17314,17267
17424,17208,17325,17268
17427,17212,17331,17270
17431,17213,17334,17276
17432,17215,17336,17278
17433,17216,17337,17287
17434,17224,17344,17295
17440,17225,17345,17299
17447,17226,17358,17300
17448,17235,17359,17307
17454,17239,17363,17315
17455,17241,17364,17317
17460,17249,17371,17318
17465,17250,17375,17327
17467,17251,17376,17328
17471,17264,17379,17333
17472,17265,17382,17338
17476,17274,17383,17339
17478,17279,17390,17340
17483,17282,17402,17348
17486,17283,17406,17349
17490,17284,17409,17350
17492,17289,17413,17351
17495,17290,17415,17353
17501,17293,17422,17360
17506,17294,17425,17362
17510,17305,17428,17366
17511,17310,17438,17367
17517,17316,17441,17368
17519,17319,17443,17377
17526,17323,17456,17387
17532,17324,17457,17389
17541,17326,17466,17391
17542,17329,17470,17397
17543,17330,17473,17404
17544,17335,17479,17408
17546,17347,17488,17410
17551,17355,17493,17416
17555,17357,17500,17419
17558,17370,17502,17420
17559,17373,17507,17426
17561,17385,17508,17429
17566,17388,17509,17436
17567,17392,17516,17439
17568,17396,17521,17444
17572,17412,17533,17452
17574,17414,17537,17453
17577,17417,17547,17458
17578,17421,17550,17459
17580,17423,17556,17469
17583,17430,17557,17475
17592,17435,17560,17477
17593,17437,17563,17484
17596,17442,17565,17485
17598,17445,17569,17487
17599,17446,17575,17491
17601,17449,17582,17494
17602,17450,17587,17499
17607,17451,17589,17503
17627,17461,17594,17504
17635,17462,17595,17518
17636,17463,17597,17522
17642,17464,17603,17524
17656,17468,17605,17527
17659,17474,17606,17529
17660,17480,17610,17538
17674,17481,17615,17540
17675,17482,17621,17545
17676,17489,17623,17549
17679,17496,17625,17571
17680,17497,17629,17576
17685,17498,17630,17581
17687,17505,17631,17584
17690,17512,17633,17588
17691,17513,17638,17590
17692,17514,17639,17591
17693,17515,17643,17604
17695,17520,17645,17609
17696,17523,17648,17613
17699,17525,17662,17614
17702,17528,17663,17617
17703,17530,17665,17619
17707,17531,17666,17620
17708,17534,17671,17626
17713,17535,17672,17632
17714,17536,17673,17634
17718,17539,17678,17644
17722,17548,17681,17647
17723,17552,17682,17649
17730,17553,17689,17650
17736,17554,17694,17652
17742,17562,17697,17655
17744,17564,17706,17658
17747,17570,17709,17661
17759,17573,17715,17668
17764,17579,17716,17669
17767,17585,17720,17670
17768,17586,17725,17683
17775,17600,17726,17684
17784,17608,17728,17686
17792,17611,17735,17698
17795,17612,17737,17711
17798,17616,17738,17712
17803,17618,17739,17717
17805,17622,17740,17724
17806,17624,17748,17727
17815,17628,17751,17729
17817,17637,17754,17733
17824,17640,17758,17746
17826,17641,17763,17749
17828,17646,17766,17750
17829,17651,17769,17752
17839,17653,17770,17753
17843,17654,17774,17757
17845,17657,17777,17760
17849,17664,17778,17761
17854,17667,17779,17765
17864,17677,17781,17772
17869,17688,17782,17773
17872,17700,17789,17780
17874,17701,17790,17785
17877,17704,17796,17786
17882,17705,17799,17787
17888,17710,17801,17788
17891,17719,17807,17791
17896,17721,17809,17793
17900,17731,17812,17800
17901,17732,17813,17810
17905,17734,17814,17816
17907,17741,17819,17820
17908,17743,17822,17823
17910,17745,17825,17832
17917,17755,17833,17838
17921,17756,17834,17841
17935,17762,17835,17847
17943,17771,17836,17848
17950,17776,17840,17853
17954,17783,17842,17862
17960,17794,17844,17865
17967,17797,17850,17867
17975,17802,17851,17878
17976,17804,17855,17883
17981,17808,17856,17886
17982,17811,17857,17887
17986,17818,17859,17889
17988,17821,17861,17892
17993,17827,17863,17899
17996,17830,17870,17904
17999,17831,17875,17906
18004,17837,17876,17912
18008,17846,17885,17913
18010,17852,17893,17916
18011,17858,17894,17918
18018,17860,17895,17925
18022,17866,17898,17927
18023,17868,17902,17931
18029,17871,17903,17934
18030,17873,17914,17936
18033,17879,17919,17947
18037,17880,17920,17948
18038,17881,17922,17956
18042,17884,17926,17958
18047,17890,17928,17961
18053,17897,17930,17970
18067,17909,17937,17978
18069,17911,17938,17983
18071,17915,17940,17990
18078,17923,17941,17995
18084,17924,17942,18001
18086,17929,17945,18007
18102,17932,17949,18013
18110,17933,17952,18016
18113,17939,17953,18020
18117,17944,17955,18024
18118,17946,17957,18028
18121,17951,17959,18034
18122,17962,17973,18040
18126,17963,17974,18046
18129,17964,17977,18048
18132,17965,17980,18050
18133,17966,17984,18057
18135,17968,17985,18060
18136,17969,17989,18062
18147,17971,17992,18063
18149,17972,17997,18066
18152,17979,17998,18068
18153,17987,18000,18079
18154,17991,18005,18080
18161,17994,18006,18085
18162,18002,18009,18087
18163,18003,18014,18093
18165,18012,18015,18095
18166,18019,18017,18097
18170,18021,18031,18099
18173,18025,18032,18100
18176,18026,18043,18104
18177,18027,18052,18105
18179,18035,18056,18107
18187,18036,18058,18111
18188,18039,18059,18112
18189,18041,18073,18119
18193,18044,18077,18128
18201,18045,18082,18131
18204,18049,18089,18138
18208,18051,18094,18143
18216,18054,18103,18155
18217,18055,18109,18171
18221,18061,18115,18172
18224,18064,18116,18174
18225,18065,18120,18180
18229,18070,18124,18183
18230,18072,18140,18184
18236,18074,18141,18190
18238,18075,18142,18194
18250,18076,18144,18203
18252,18081,18146,18205
18253,18083,18150,18211
18256,18088,18151,18220
18262,18090,18156,18227
18271,18091,18157,18234
18274,18092,18160,18239
18291,18096,18167,18241
18295,18098,18182,18247
18297,18101,18185,18257
18305,18106,18186,18258
18306,18108,18191,18259
18312,18114,18192,18260
18313,18123,18197,18261
18323,18125,18200,18268
18325,18127,18207,18269
18328,18130,18209,18270
18334,18134,18210,18272
18344,18137,18214,18273
18348,18139,18215,18275
18350,18145,18222,18279
18357,18148,18223,18280
18358,18158,18226,18285
18359,18159,18235,18287
18368,18164,18240,18292
18369,18168,18242,18299
18370,18169,18244,18300
18373,18175,18248,18302
18374,18178,18254,18307
18375,18181,18255,18318
18378,18195,18267,18320
18380,18196,18281,18322
18381,18198,18284,18330
18386,18199,18286,18331
18388,18202,18289,18333
18401,18206,18290,18339
18402,18212,18294,18341
18403,18213,18296,18342
18408,18218,18298,18345
18411,18219,18301,18356
18412,18228,18309,18362
18419,18231,18310,18367
18421,18232,18311,18383
18423,18233,18316,18385
18425,18237,18317,18389
18438,18243,18319,18392
18442,18245,18321,18393
18444,18246,18324,18398
18451,18249,18332,18399
18452,18251,18337,18404
18455,18263,18347,18405
18458,18264,18349,18413
18461,18265,18351,18414
18467,18266,18353,18416
18468,18276,18354,18424
18474,18277,18360,18433
18475,18278,18363,18435
18480,18282,18365,18437
18481,18283,18366,18440
18502,18288,18371,18456
18505,18293,18372,18457
18510,18303,18377,18459
18519,18304,18379,18462
18522,18308,18384,18471
18527,18314,18391,18473
18530,18315,18394,18482
18534,18326,18395,18488
18536,18327,18397,18489
18538,18329,18407,18494
18546,18335,18410,18495
18550,18336,18415,18498
18551,18338,18417,18500
18557,18340,18418,18503
18566,18343,18420,18506
18567,18346,18422,18507
18572,18352,18426,18508
18574,18355,18428,18512
18586,18361,18429,18518
18588,18364,18430,18524
18590,18376,18432,18532
18594,18382,18441,18533
18595,18387,18445,18537
18600,18390,18446,18539
18604,18396,18447,18547
18605,18400,18448,18552
18607,18406,18449,18555
18619,18409,18453,18560
18628,18427,18460,18565
18634,18431,18463,18587
18640,18434,18464,18591
18644,18436,18469,18611
18647,18439,18470,18614
18648,18443,18476,18617
18659,18450,18479,18621
18667,18454,18484,18622
18668,18465,18490,18623
18670,18466,18491,18625
18689,18472,18492,18629
18691,18477,18497,18631
18704,18478,18499,18638
18706,18483,18501,18639
18708,18485,18511,18641
18710,18486,18513,18642
18712,18487,18514,18643
18714,18493,18515,18646
18715,18496,18520,18651
18719,18504,18521,18652
18723,18509,18525,18653
18734,18516,18528,18654
18745,18517,18529,18656
18748,18523,18531,18661
18754,18526,18543,18663
18760,18535,18545,18674
18763,18540,18548,18683
18764,18541,18549,18684
18766,18542,18553,18690
18771,18544,18554,18700
18776,18556,18558,18702
18785,18561,18559,18717
18786,18562,18568,18721
18796,18563,18570,18722
18798,18564,18575,18725
18803,18569,18577,18728
18806,18571,18579,18729
18808,18573,18581,18730
18812,18576,18583,18741
18816,18578,18585,18749
18818,18580,18589,18750
18819,18582,18593,18758
18821,18584,18596,18778
18823,18592,18597,18779
18830,18602,18598,18782
18841,18603,18599,18788
18851,18606,18601,18789
18857,18610,18608,18790
18859,18620,18609,18793
18866,18624,18612,18794
18867,18626,18613,18795
18874,18627,18615,18800
18875,18630,18616,18801
18878,18637,18618,18802
18879,18645,18632,18804
18885,18649,18633,18810
18889,18650,18635,18811
18891,18657,18636,18813
18892,18658,18655,18814
18893,18662,18660,18815
18894,18665,18664,18822
18899,18671,18666,18826
18902,18672,18669,18834
18903,18673,18675,18835
18908,18676,18677,18838
18910,18679,18678,18839
18919,18681,18680,18845
18923,18682,18688,18847
18924,18685,18692,18848
18925,18686,18693,18860
18931,18687,18695,18861
18932,18694,18697,18864
18933,18696,18699,18865
18938,18698,18701,18868
18941,18705,18703,18871
18944,18711,18707,18881
18946,18716,18709,18887
18950,18718,18713,18888
18951,18720,18724,18895
18954,18727,18726,18898
18957,18732,18731,18900
18961,18735,18733,18907
18963,18737,18736,18915
18965,18740,18738,18916
18968,18744,18739,18917
18970,18746,18742,18918
18975,18752,18743,18926
18976,18753,18747,18928
18983,18757,18751,18934
18985,18759,18755,18935
18995,18762,18756,18936
19001,18767,18761,18939
19007,18768,18765,18940
19009,18773,18769,18943
19016,18775,18770,18945
19017,18784,18772,18949
19018,18787,18774,18952
19019,18791,18777,18964
19037,18797,18780,18966
19038,18807,18781,18967
19040,18809,18783,18969
19043,18817,18792,18973
19044,18820,18799,18977
19051,18824,18805,18981
19052,18825,18827,18986
19053,18828,18829,18990
19056,18831,18832,18993
19057,18833,18837,18997
19059,18836,18842,18998
19067,18840,18843,19000
19068,18844,18846,19002
19069,18850,18849,19004
19075,18853,18852,19008
19076,18862,18854,19010
19082,18863,18855,19020
